Model,Validation Accuracy,Validation F1-Score,Test Accuracy,Test F1-Score,Mean CV Accuracy,CV Accuracy Std
XGBoost,0.9993317422434368,0.9993316948566524,0.9998090327508832,0.999809004811602,0.9990117096078317,0.0003534736990579561
