Model,Validation Accuracy,Validation F1-Score,Test Accuracy,Test F1-Score,Mean CV Accuracy,CV Accuracy Std
XGBoost (Regularized),0.9989655529119685,0.9989655529119685,0.9987587918907737,0.9987588920815507,0.9992965930939042,0.000348662860305319
